name                ,dob       ,visit_date,date      ,theft_date
Michelle Riesner    ,18/11/1997,2016-08-19,2016-08-19,
Polly Mujalli       ,28/05/1997,2016-08-19,2016-08-19,
John Borden         ,27/11/1996,2016-08-19,2016-08-19,
Ana Coleman         ,05/11/1997,2016-08-19,2016-08-19,
Carolyn Ave         ,29/10/1997,2016-08-19,2016-08-19,
Donna Dengler       ,25/10/1997,2016-08-19,2016-08-19,
Kathryn Dean        ,11/10/1997,2016-08-19,2016-08-19,
Louis Timchula      ,07/10/1997,2016-08-19,2016-08-19,
Daniel Guzman       ,04/10/1997,2016-08-19,2016-08-19,
Barry Lynn          ,24/09/1997,2016-08-19,2016-08-19,
Alice Seidel        ,18/09/1997,2016-08-19,2016-08-19,
Gayle Alexander     ,16/09/1997,2016-08-19,2016-08-19,
Rebecca Morris      ,10/09/1997,2016-08-19,2016-08-19,
Lucille Bell        ,07/09/1997,2016-08-19,2016-08-19,
Melody Whitlock     ,05/09/1997,2016-08-19,2016-08-19,
Isreal Jones        ,05/09/1997,2016-08-19,2016-08-19,
Donald Reddout      ,29/08/1997,2016-08-19,2016-08-19,
Heather Baxter      ,21/08/1997,2016-08-19,2016-08-19,
Mary Hill           ,19/08/1997,2016-08-19,2016-08-19,
Cheryl Burton       ,17/08/1997,2016-08-19,2016-08-19,
Adolph Cearley      ,16/08/1997,2016-08-19,2016-08-19,
Raymond Shannon     ,06/08/1997,2016-08-19,2016-08-19,
Barbara Grams       ,03/08/1997,2016-08-19,2016-08-19,
Sheila Litecky      ,30/07/1997,2016-08-19,2016-08-19,
Laura Ortiz         ,23/07/1997,2016-08-19,2016-08-19,
Thomas Palomo       ,09/07/1997,2016-08-19,2016-08-19,
Cory Simpson        ,01/07/1997,2016-08-19,2016-08-19,
Fred Barnette       ,19/06/1997,2016-08-19,2016-08-19,
Kim Langer          ,13/06/1997,2016-08-19,2016-08-19,
Joseph Franklin     ,08/06/1997,2016-08-19,2016-08-19,
Christopher Mather  ,02/06/1997,2016-08-19,2016-08-19,
Eva Mulder          ,28/05/1997,2016-08-19,2016-08-19,
Stephanie Malinowski,18/05/1996,2016-08-19,2016-08-19,
Christine Victoria  ,26/11/1996,2016-08-19,2016-08-19,
Susan Medina        ,17/11/1996,2016-08-19,2016-08-19,
Thomas Collins      ,01/10/1995,2016-08-19,2016-08-19,
Kathleen Benzi      ,15/09/1995,2016-08-19,2016-08-19,
Jeff Howell         ,13/09/1995,2016-08-19,2016-08-19,
Sarah Wilds         ,08/09/1995,2016-08-19,2016-08-19,
Marcia Coleman      ,08/09/1995,2016-08-19,2016-08-19,
Tom Jackson         ,29/08/1995,2016-08-19,2016-08-19,
Babette Mitchell    ,27/08/1995,2016-08-19,2016-08-19,
Thomas Conlon       ,07/08/1995,2016-08-19,2016-08-19,
Margaret Magallanes ,07/08/1995,2016-08-19,2016-08-19,
David Lombardi      ,03/08/1995,2016-08-19,2016-08-19,
Douglas Medina      ,19/07/1995,2016-08-19,2016-08-19,
Ronald Stovall      ,18/07/1995,2016-08-19,2016-08-19,
Robert Haine        ,14/07/1995,2016-08-19,2016-08-19,
Adrienne Ruck       ,13/07/1995,2016-08-19,2016-08-19,
Anita Ullrich       ,16/06/1995,2016-08-19,2016-08-19,
Byron Wafford       ,21/05/1995,2016-08-19,2016-08-19,
Laura Buchwald      ,06/04/1995,2016-08-19,2016-08-19,
Luz Connelly        ,26/03/1995,2016-08-19,2016-08-19,
Adrian Whapham      ,11/03/1995,2016-08-19,2016-08-19,
Rebecca Lynch       ,25/02/1995,2016-08-19,2016-08-19,
Claudia Hughes      ,13/12/1994,2016-08-19,2016-08-19,
Aaron Nelson        ,12/12/1994,2016-08-19,2016-08-19,
John Shipman        ,09/12/1994,2016-08-19,2016-08-19,
Kirby Roberts       ,26/11/1994,2016-08-19,2016-08-19,
Isreal Mathis       ,23/11/1994,2016-08-19,2016-08-19,
Michael Tade        ,17/11/1994,2016-08-19,2016-08-19,
Dong Brett          ,17/11/1994,2016-08-19,2016-08-19,
Darlene Cunha       ,06/10/1995,2016-08-19,2016-08-19,
Jim Turner          ,08/10/1995,2016-08-19,2016-08-19,
Jose Byassee        ,24/10/1995,2016-08-19,2016-08-19,
Charles Postell     ,31/10/1995,2016-08-19,2016-08-19,
Cynthia Dominquez   ,16/05/1996,2016-08-19,2016-08-19,
James Hemingway     ,10/05/1996,2016-08-19,2016-08-19,
George Walters      ,04/05/1996,2016-08-19,2016-08-19,
Henry Torres        ,02/05/1996,2016-08-19,2016-08-19,
Elizabeth Perry     ,23/04/1996,2016-08-19,2016-08-19,
Troy Gilmore        ,24/05/1996,2016-08-19,2016-08-19,
James Smith         ,10/04/1996,2016-08-19,2016-08-19,
Jennifer Thornbury  ,02/04/1996,2016-08-19,2016-08-19,
Jean Goldsmith      ,02/04/1996,2016-08-19,2016-08-19,
Herman Briggs       ,29/03/1996,2016-08-19,2016-08-19,
Laura Smith         ,05/03/1996,2016-08-19,2016-08-19,
Haley Fundora       ,02/03/1996,2016-08-19,2016-08-19,
Blanch Graven       ,26/02/1996,2016-08-19,2016-08-19,
James Gantt         ,10/09/1994,2016-08-19,2016-08-19,
Arlena Raven        ,11/02/1996,2016-08-19,2016-08-19,
Victor Ortiz        ,03/02/1996,2016-08-19,2016-08-19,
Tristan Chen        ,01/02/1996,2016-08-19,2016-08-19,
Frances Schiavone   ,26/01/1996,2016-08-19,2016-08-19,
Nicole Mcglone      ,13/01/1996,2016-08-19,2016-08-19,
Errol Dietrick      ,11/01/1996,2016-08-19,2016-08-19,
Ronald Snook        ,03/01/1996,2016-08-19,2016-08-19,
Daniel Laster       ,31/12/1995,2016-08-19,2016-08-19,
Johnie Johnson      ,28/12/1995,2016-08-19,2016-08-19,
Joseph Hirneise     ,18/12/1995,2016-08-19,2016-08-19,
Hazel Jefferies     ,14/12/1995,2016-08-19,2016-08-19,
Hulda Nogle         ,13/12/1995,2016-08-19,2016-08-19,
Dawn Douglas        ,10/12/1995,2016-08-19,2016-08-19,
Jerry Carroll       ,19/11/1995,2016-08-19,2016-08-19,
John Davis          ,05/02/1996,2016-08-19,2016-08-19,
James Jensen        ,20/11/1996,2016-08-19,2016-08-19,
Roberta Shelley     ,01/09/1994,2016-08-19,2016-08-19,
Janice Mcnatt       ,28/08/1994,2016-08-19,2016-08-19,
Sean Bishop         ,23/06/1996,2016-08-19,2016-08-19,
Daniel Smalls       ,04/07/1996,2016-08-19,2016-08-19,
Felicia Preece      ,09/07/1996,2016-08-19,2016-08-19,
Florine Kim         ,14/07/1996,2016-08-19,2016-08-19,
Myra Segura         ,28/07/1996,2016-08-19,2016-08-19,
Cheryl Harris       ,30/07/1996,2016-08-19,2016-08-19,
Sergio Dean         ,02/08/1996,2016-08-19,2016-08-19,
Joelle Grimaud      ,03/08/1996,2016-08-19,2016-08-19,
Tasia Capehart      ,17/08/1996,2016-08-19,2016-08-19,
Edith Alexander     ,18/08/1996,2016-08-19,2016-08-19,
David Reid          ,27/08/1996,2016-08-19,2016-08-19,
Cynthia Allen       ,29/08/1996,2016-08-19,2016-08-19,
Sammy Fox           ,31/08/1996,2016-08-19,2016-08-19,
Michael Walden      ,03/09/1996,2016-08-19,2016-08-19,
Arthur Freund       ,07/09/1996,2016-08-19,2016-08-19,
Brittany Calvert    ,18/09/1996,2016-08-19,2016-08-19,
Vanessa Roberts     ,18/09/1996,2016-08-19,2016-08-19,
Woodrow Johnston    ,28/09/1996,2016-08-19,2016-08-19,
George Andrews      ,29/09/1996,2016-08-19,2016-08-19,
Charles Ramos       ,07/10/1996,2016-08-19,2016-08-19,
Michael Denton      ,13/10/1996,2016-08-19,2016-08-19,
Alan Shoemake       ,28/10/1996,2016-08-19,2016-08-19,
Goldie Allred       ,28/10/1996,2016-08-19,2016-08-19,
Willie Gould        ,08/11/1996,2016-08-19,2016-08-19,
Dalia Bonanno       ,10/11/1996,2016-08-19,2016-08-19,
Valeria Vickers     ,12/11/1996,2016-08-19,2016-08-19,
Evalyn Kenney       ,14/11/1996,2016-08-19,2016-08-19,
Henry Brunson       ,21/06/1996,2016-08-19,2016-08-19,
Lisa Hazelwood      ,14/06/1996,2016-08-19,2016-08-19,
Sherry Stewart      ,07/06/1996,2016-08-19,2016-08-19,
Emily Lund          ,06/06/1996,2016-08-19,2016-08-19,
Marcellus Hau       ,24/08/1994,2016-08-19,2016-08-19,
Tabitha Bower       ,21/08/1994,2016-08-19,2016-08-19,
Marina Ryan         ,06/08/1994,2016-08-19,2016-08-19,
Vincent Greene      ,29/07/1994,2016-08-19,2016-08-19,
David Gismondi      ,21/07/1994,2016-08-19,2016-08-19,
Nick Cropsey        ,04/05/1994,2016-08-19,2016-08-19,
Maria Troutman      ,25/04/1994,2016-08-19,2016-08-19,
Mary Laura          ,09/04/1994,2016-08-19,2016-08-19,
Lettie Bloom        ,15/03/1994,2016-08-19,2016-08-19,
Patricia Johnson    ,07/03/1994,2016-08-19,2016-08-19,
Jeffrey Lamb        ,14/01/1994,2016-08-19,2016-08-19,
Karen Keeney        ,25/12/1993,2016-08-19,2016-08-19,
Marion Marceau      ,20/11/1993,2016-08-19,2016-08-19,
Ruby Stott          ,31/08/1994,2016-08-19,2016-08-19,
Georgia Stabler     ,18/09/1993,2016-08-19,2016-08-19,
Judith Sanders      ,26/08/1993,2016-08-19,2016-08-19,
Patricia Whitley    ,08/06/1993,2016-08-19,2016-08-19,
Dale Kirkwood       ,22/05/1993,2016-08-19,2016-08-19,
Robert Williams     ,02/04/1993,2016-08-19,2016-08-19,
Heather Koehl       ,02/04/1993,2016-08-19,2016-08-19,
Joel Heller         ,10/10/1992,2016-08-19,2016-08-19,
Roberta Miller      ,25/06/1992,2016-08-19,2016-08-19,
James Adams         ,16/06/1992,2016-08-19,2016-08-19,
Frances Bateman     ,06/05/1992,2016-08-19,2016-08-19,
Lauryn George       ,17/10/1991,2016-08-19,2016-08-19,
Spencer Spencer     ,13/10/1991,2016-08-19,2016-08-19,
Amanda Darroch      ,21/10/1990,2016-08-19,2016-08-19,
Ardis Haley         ,29/05/1996,2016-08-19,2016-08-19,
Chris Macmillan     ,01/09/1993,2016-08-19,2016-08-19,
Jimmy Smiley        ,19/04/1996,2016-08-19,2016-08-19,
Robert Ewing        ,09/02/1996,2016-08-20,2016-08-20,
Lauryn George       ,17/10/1991,2016-08-20,2016-08-20,
John Gilstrap       ,14/10/1996,2016-08-20,2016-08-20,
Jane Burton         ,18/10/1996,2016-08-20,2016-08-20,
Fred Aderholt       ,25/10/1996,2016-08-20,2016-08-20,
Tracy Strope        ,03/11/1996,2016-08-20,2016-08-20,
Willie Gould        ,08/11/1996,2016-08-20,2016-08-20,
Dalia Bonanno       ,10/11/1996,2016-08-20,2016-08-20,
Christine Victoria  ,26/11/1996,2016-08-20,2016-08-20,
Mae Trent           ,29/11/1996,2016-08-20,2016-08-20,
Suzanne Larson      ,02/12/1996,2016-08-20,2016-08-20,
Kim Redding         ,03/12/1996,2016-08-20,2016-08-20,
Owen Wessel         ,04/12/1996,2016-08-20,2016-08-20,
Michael Denton      ,13/10/1996,2016-08-20,2016-08-20,
Marcus Cox          ,05/12/1996,2016-08-20,2016-08-20,
Keith Rains         ,15/12/1996,2016-08-20,2016-08-20,
Patrick Meehan      ,22/12/1996,2016-08-20,2016-08-20,
Gary Arnold         ,30/12/1996,2016-08-20,2016-08-20,
Michelle Mcgriff    ,30/12/1996,2016-08-20,2016-08-20,
William Bench       ,04/01/1997,2016-08-20,2016-08-20,
Gerald Butts        ,17/01/1997,2016-08-20,2016-08-20,
Eugene Velo         ,25/01/1997,2016-08-20,2016-08-20,
Johnnie Mcmillan    ,25/01/1997,2016-08-20,2016-08-20,
Linda Vasquez       ,28/01/1997,2016-08-20,2016-08-20,
Pamela Saltzman     ,06/03/1997,2016-08-20,2016-08-20,
Leslie Casey        ,07/03/1997,2016-08-20,2016-08-20,
Christi Macpartland ,11/12/1996,2016-08-20,2016-08-20,
Thomas Kim          ,19/03/1997,2016-08-20,2016-08-20,
Jason Shepard       ,09/10/1996,2016-08-20,2016-08-20,
Benjamin Kave       ,01/10/1996,2016-08-20,2016-08-20,
Sheila Burch        ,18/07/1996,2016-08-20,2016-08-20,
Nellie Carney       ,19/07/1996,2016-08-20,2016-08-20,
Ruby Pace           ,24/07/1996,2016-08-20,2016-08-20,
Paul Ollendick      ,25/07/1996,2016-08-20,2016-08-20,
April Thompson      ,28/07/1996,2016-08-20,2016-08-20,
Myra Segura         ,28/07/1996,2016-08-20,2016-08-20,
Charles Howard      ,30/07/1996,2016-08-20,2016-08-20,
Cheryl Harris       ,30/07/1996,2016-08-20,2016-08-20,
Debbie Kern         ,06/08/1996,2016-08-20,2016-08-20,
Tad Lopez           ,09/08/1996,2016-08-20,2016-08-20,
Dennis Sharp        ,11/08/1996,2016-08-20,2016-08-20,
Amy Keena           ,03/10/1996,2016-08-20,2016-08-20,
Cassidy Williams    ,14/08/1996,2016-08-20,2016-08-20,
Cynthia Allen       ,29/08/1996,2016-08-20,2016-08-20,
Leroy Gennaro       ,30/08/1996,2016-08-20,2016-08-20,
Michael Walden      ,03/09/1996,2016-08-20,2016-08-20,
Janet Greene        ,06/09/1996,2016-08-20,2016-08-20,
Arthur Freund       ,07/09/1996,2016-08-20,2016-08-20,
Jeffrey Snow        ,09/09/1996,2016-08-20,2016-08-20,
Lucy Watson         ,11/09/1996,2016-08-20,2016-08-20,
Rogelio Garrett     ,16/09/1996,2016-08-20,2016-08-20,
Lisa Clark          ,22/09/1996,2016-08-20,2016-08-20,
Woodrow Johnston    ,28/09/1996,2016-08-20,2016-08-20,
Justin Godoy        ,30/09/1996,2016-08-20,2016-08-20,
Phyliss Bisson      ,22/08/1996,2016-08-20,2016-08-20,
Robin Wilson        ,22/03/1997,2016-08-20,2016-08-20,
Mark Powers         ,23/03/1997,2016-08-20,2016-08-20,
Mary Vanauker       ,24/03/1997,2016-08-20,2016-08-20,
Kim Rutledge        ,20/06/1997,2016-08-20,2016-08-20,
Benjamin Collins    ,25/06/1997,2016-08-20,2016-08-20,
Deborah Peralez     ,08/07/1997,2016-08-20,2016-08-20,
Teresa Bahlmann     ,09/07/1997,2016-08-20,2016-08-20,
Russell Jordan      ,11/07/1997,2016-08-20,2016-08-20,
Shirley Arnold      ,22/07/1997,2016-08-20,2016-08-20,
Jennifer Linder     ,12/08/1997,2016-08-20,2016-08-20,
Kenneth Towns       ,16/08/1997,2016-08-20,2016-08-20,
Cheryl Burton       ,17/08/1997,2016-08-20,2016-08-20,
James Smith         ,19/08/1997,2016-08-20,2016-08-20,
Heather Baxter      ,21/08/1997,2016-08-20,2016-08-20,
Beverly Pimentel    ,20/06/1997,2016-08-20,2016-08-20,
Suzanne Bartley     ,03/09/1997,2016-08-20,2016-08-20,
Gayle Alexander     ,16/09/1997,2016-08-20,2016-08-20,
Alice Seidel        ,18/09/1997,2016-08-20,2016-08-20,
Dominique Heuser    ,20/09/1997,2016-08-20,2016-08-20,
Ernest Stewart      ,26/09/1997,2016-08-20,2016-08-20,
Robert Parker       ,01/10/1997,2016-08-20,2016-08-20,
Daniel Guzman       ,04/10/1997,2016-08-20,2016-08-20,
Louis Timchula      ,07/10/1997,2016-08-20,2016-08-20,
Kathryn Dean        ,11/10/1997,2016-08-20,2016-08-20,
Carolyn Ave         ,29/10/1997,2016-08-20,2016-08-20,
Felix Graham        ,12/11/1997,2016-08-20,2016-08-20,
Nancy Simoneavd     ,11/12/1997,2016-08-20,2016-08-20,
Sharon Barton       ,08/09/1997,2016-08-20,2016-08-20,
Fred Barnette       ,19/06/1997,2016-08-20,2016-08-20,
Kellie Florio       ,13/06/1997,2016-08-20,2016-08-20,
German Gallian      ,12/06/1997,2016-08-20,2016-08-20,
Kim Palmer          ,27/03/1997,2016-08-20,2016-08-20,
Joan Gatewood       ,29/03/1997,2016-08-20,2016-08-20,
Shirley Saucedo     ,02/04/1997,2016-08-20,2016-08-20,
Keith Bowers        ,06/04/1997,2016-08-20,2016-08-20,
Deanne Fisher       ,08/04/1997,2016-08-20,2016-08-20,
Jeanette Stupar     ,10/04/1997,2016-08-20,2016-08-20,
Anthony Scavone     ,16/04/1997,2016-08-20,2016-08-20,
Catherine Hernandez ,16/04/1997,2016-08-20,2016-08-20,
Wade Hernandez      ,19/04/1997,2016-08-20,2016-08-20,
Willis Stewart      ,21/04/1997,2016-08-20,2016-08-20,
Arlene Broadnax     ,23/04/1997,2016-08-20,2016-08-20,
Louise Rush         ,24/04/1997,2016-08-20,2016-08-20,
Sandra Gavenda      ,24/04/1997,2016-08-20,2016-08-20,
William Jones       ,05/05/1997,2016-08-20,2016-08-20,
Josefina Armstrong  ,06/05/1997,2016-08-20,2016-08-20,
Thomas Vanderwal    ,06/05/1997,2016-08-20,2016-08-20,
Jennifer Chung      ,12/05/1997,2016-08-20,2016-08-20,
Shirley Hatfield    ,12/05/1997,2016-08-20,2016-08-20,
Francis Ward        ,15/05/1997,2016-08-20,2016-08-20,
Lawrence Olsen      ,15/05/1997,2016-08-20,2016-08-20,
Lisa Gustavson      ,22/05/1997,2016-08-20,2016-08-20,
James Faulkner      ,23/05/1997,2016-08-20,2016-08-20,
Christopher Mather  ,02/06/1997,2016-08-20,2016-08-20,
Richard Hayhoe      ,05/06/1997,2016-08-20,2016-08-20,
Joseph Franklin     ,08/06/1997,2016-08-20,2016-08-20,
Felicia Preece      ,09/07/1996,2016-08-20,2016-08-20,
Spencer Spencer     ,13/10/1991,2016-08-20,2016-08-20,
Carl Uson           ,03/07/1996,2016-08-20,2016-08-20,
Henry Brunson       ,21/06/1996,2016-08-20,2016-08-20,
Claudia Hughes      ,13/12/1994,2016-08-20,2016-08-20,
Virginia Smith      ,02/02/1995,2016-08-20,2016-08-20,
Samuel Zubiate      ,09/03/1995,2016-08-20,2016-08-20,
Adrian Whapham      ,11/03/1995,2016-08-20,2016-08-20,
Phyllis Romero      ,24/03/1995,2016-08-20,2016-08-20,
Luz Connelly        ,26/03/1995,2016-08-20,2016-08-20,
Laura Buchwald      ,06/04/1995,2016-08-20,2016-08-20,
Dorothy Elkins      ,12/04/1995,2016-08-20,2016-08-20,
Fredrick Acevedo    ,07/05/1995,2016-08-20,2016-08-20,
Byron Wafford       ,21/05/1995,2016-08-20,2016-08-20,
Nicholas Acosta     ,05/06/1995,2016-08-20,2016-08-20,
Aaron Nelson        ,12/12/1994,2016-08-20,2016-08-20,
Patrick Kerley      ,13/07/1995,2016-08-20,2016-08-20,
Coleen Kraus        ,17/07/1995,2016-08-20,2016-08-20,
Ronald Stovall      ,18/07/1995,2016-08-20,2016-08-20,
Douglas Medina      ,19/07/1995,2016-08-20,2016-08-20,
Tara Gonzalez       ,23/07/1995,2016-08-20,2016-08-20,
Ralph Brisson       ,26/07/1995,2016-08-20,2016-08-20,
Margaret Magallanes ,07/08/1995,2016-08-20,2016-08-20,
Thomas Conlon       ,07/08/1995,2016-08-20,2016-08-20,
Rita Valasquez      ,18/08/1995,2016-08-20,2016-08-20,
Coleen Boender      ,05/09/1995,2016-08-20,2016-08-20,
Marcia Coleman      ,08/09/1995,2016-08-20,2016-08-20,
Wendy Faison        ,10/09/1995,2016-08-20,2016-08-20,
Deborah Rosenfeld   ,14/07/1995,2016-08-20,2016-08-20,
James Foltz         ,13/09/1995,2016-08-20,2016-08-20,
Manuela Hines       ,06/12/1994,2016-08-20,2016-08-20,
Kirby Roberts       ,26/11/1994,2016-08-20,2016-08-20,
Martha Burton       ,18/06/1992,2016-08-20,2016-08-20,
Roberta Miller      ,25/06/1992,2016-08-20,2016-08-20,
Simon Hendricks     ,23/09/1992,2016-08-20,2016-08-20,
William Rasmussen   ,17/03/1993,2016-08-20,2016-08-20,
Robert Williams     ,02/04/1993,2016-08-20,2016-08-20,
Michael Mcbride     ,26/04/1993,2016-08-20,2016-08-20,
Joseph Higgins      ,09/05/1993,2016-08-20,2016-08-20,
Dale Kirkwood       ,22/05/1993,2016-08-20,2016-08-20,
Patricia Whitley    ,08/06/1993,2016-08-20,2016-08-20,
John Velis          ,17/06/1993,2016-08-20,2016-08-20,
Gilbert Mackay      ,18/08/1993,2016-08-20,2016-08-20,
Earl Manson         ,01/12/1994,2016-08-20,2016-08-20,
Freda Shepardson    ,28/02/1994,2016-08-20,2016-08-20,
Antonio Woosley     ,26/03/1994,2016-08-20,2016-08-20,
Mary Laura          ,09/04/1994,2016-08-20,2016-08-20,
Leonard Hart        ,27/04/1994,2016-08-20,2016-08-20,
Nick Cropsey        ,04/05/1994,2016-08-20,2016-08-20,
Etha Holt           ,05/08/1994,2016-08-20,2016-08-20,
Marylin Hughes      ,10/08/1994,2016-08-20,2016-08-20,
Janice Mcnatt       ,28/08/1994,2016-08-20,2016-08-20,
Emelda Clay         ,29/08/1994,2016-08-20,2016-08-20,
Roberta Shelley     ,01/09/1994,2016-08-20,2016-08-20,
Robert Featherston  ,08/10/1994,2016-08-20,2016-08-20,
Isreal Mathis       ,23/11/1994,2016-08-20,2016-08-20,
John Bona           ,22/03/1994,2016-08-20,2016-08-20,
Cynthia Corbin      ,21/09/1995,2016-08-20,2016-08-20,
John Ramirez        ,29/09/1995,2016-08-20,2016-08-20,
Thomas Collins      ,01/10/1995,2016-08-20,2016-08-20,
Blanch Graven       ,26/02/1996,2016-08-20,2016-08-20,
Krystal Curtis      ,01/03/1996,2016-08-20,2016-08-20,
Haley Fundora       ,02/03/1996,2016-08-20,2016-08-20,
Cynthia Barrier     ,10/03/1996,2016-08-20,2016-08-20,
Janis Cook          ,13/03/1996,2016-08-20,2016-08-20,
Susan Brown         ,23/03/1996,2016-08-20,2016-08-20,
Herman Briggs       ,29/03/1996,2016-08-20,2016-08-20,
Robert Tweed        ,29/03/1996,2016-08-20,2016-08-20,
Katherine Gore      ,30/03/1996,2016-08-20,2016-08-20,
Jennifer Thornbury  ,02/04/1996,2016-08-20,2016-08-20,
Cheryl Robinson     ,05/04/1996,2016-08-20,2016-08-20,
Julia Lewis         ,13/02/1996,2016-08-20,2016-08-20,
Dawn Burns          ,06/04/1996,2016-08-20,2016-08-20,
Freddie Longoria    ,20/04/1996,2016-08-20,2016-08-20,
Holly Walker        ,25/04/1996,2016-08-20,2016-08-20,
Joseph Smith        ,25/04/1996,2016-08-20,2016-08-20,
Betty Young         ,15/05/1996,2016-08-20,2016-08-20,
Cynthia Dominquez   ,16/05/1996,2016-08-20,2016-08-20,
Roger Ballance      ,16/05/1996,2016-08-20,2016-08-20,
Stephanie Malinowski,18/05/1996,2016-08-20,2016-08-20,
Sam Modi            ,23/05/1996,2016-08-20,2016-08-20,
Jennifer Savage     ,31/05/1996,2016-08-20,2016-08-20,
Clayton Hudson      ,04/06/1996,2016-08-20,2016-08-20,
Jason Villegas      ,08/06/1996,2016-08-20,2016-08-20,
Patricia Nelson     ,06/04/1996,2016-08-20,2016-08-20,
Arlena Raven        ,11/02/1996,2016-08-20,2016-08-20,
Frank White         ,10/02/1996,2016-08-20,2016-08-20,
Victor Ortiz        ,03/02/1996,2016-08-20,2016-08-20,
Jim Turner          ,08/10/1995,2016-08-20,2016-08-20,
Thaddeus Diaz       ,09/10/1995,2016-08-20,2016-08-20,
Wayne Roop          ,09/10/1995,2016-08-20,2016-08-20,
Edward Brown        ,11/10/1995,2016-08-20,2016-08-20,
Rena Eades          ,16/10/1995,2016-08-20,2016-08-20,
David Herring       ,07/11/1995,2016-08-20,2016-08-20,
Ricardo Hedman      ,07/11/1995,2016-08-20,2016-08-20,
Lynn Bernhart       ,13/11/1995,2016-08-20,2016-08-20,
Ivan Huertas        ,16/11/1995,2016-08-20,2016-08-20,
Rafael Ellis        ,17/11/1995,2016-08-20,2016-08-20,
Eula Wright         ,20/11/1995,2016-08-20,2016-08-20,
Vickie Carlos       ,21/11/1995,2016-08-20,2016-08-20,
Ollie Rogers        ,25/11/1995,2016-08-20,2016-08-20,
Jonathan Saballos   ,28/11/1995,2016-08-20,2016-08-20,
Bridgett Collins    ,04/12/1995,2016-08-20,2016-08-20,
Guillermo Johnson   ,10/12/1995,2016-08-20,2016-08-20,
Hulda Nogle         ,13/12/1995,2016-08-20,2016-08-20,
Johnie Johnson      ,28/12/1995,2016-08-20,2016-08-20,
Daniel Laster       ,31/12/1995,2016-08-20,2016-08-20,
Ronald Snook        ,03/01/1996,2016-08-20,2016-08-20,
Margaret Hickman    ,08/01/1996,2016-08-20,2016-08-20,
Errol Dietrick      ,11/01/1996,2016-08-20,2016-08-20,
Wes Carlson         ,13/01/1996,2016-08-20,2016-08-20,
John Gill           ,18/01/1996,2016-08-20,2016-08-20,
Jeffery Rosenthal   ,30/01/1996,2016-08-20,2016-08-20,
Justin Achenbach    ,29/06/1996,2016-08-20,2016-08-20,
Jennifer Savage     ,31/05/1996,2016-08-21,2016-08-21,
Larry Coffman       ,03/06/1996,2016-08-21,2016-08-21,
Steven Estevez      ,13/01/1992,2016-08-21,2016-08-21,
Terri Kennedy       ,17/12/1993,2016-08-21,2016-08-21,
Jeffrey Lamb        ,14/01/1994,2016-08-21,2016-08-21,
John Bona           ,22/03/1994,2016-08-21,2016-08-21,
Mary Laura          ,09/04/1994,2016-08-21,2016-08-21,
David Mccarthy      ,25/04/1994,2016-08-21,2016-08-21,
Maria Troutman      ,25/04/1994,2016-08-21,2016-08-21,
Franklin Olson      ,29/04/1994,2016-08-21,2016-08-21,
Domingo Banks       ,12/06/1994,2016-08-21,2016-08-21,
William Nork        ,21/06/1994,2016-08-21,2016-08-21,
Christina Trujillo  ,01/07/1994,2016-08-21,2016-08-21,
Richard Gwinn       ,09/07/1994,2016-08-21,2016-08-21,
Vincent Greene      ,29/07/1994,2016-08-21,2016-08-21,
Etha Holt           ,05/08/1994,2016-08-21,2016-08-21,
Marcellus Hau       ,24/08/1994,2016-08-21,2016-08-21,
Emelda Clay         ,29/08/1994,2016-08-21,2016-08-21,
Roberta Shelley     ,01/09/1994,2016-08-21,2016-08-21,
Robert Featherston  ,08/10/1994,2016-08-21,2016-08-21,
Matthew Ford        ,05/11/1994,2016-08-21,2016-08-21,
Theresa Brucato     ,07/11/1994,2016-08-21,2016-08-21,
Effie Garcia        ,14/11/1994,2016-08-21,2016-08-21,
Michael Tade        ,17/11/1994,2016-08-21,2016-08-21,
Roberto Fitzgerald  ,23/11/1994,2016-08-21,2016-08-21,
Manuela Hines       ,06/12/1994,2016-08-21,2016-08-21,
Joshua Heimsness    ,12/12/1993,2016-08-21,2016-08-21,
Vanessa Aguilar     ,10/12/1993,2016-08-21,2016-08-21,
Mary Garret         ,12/11/1993,2016-08-21,2016-08-21,
John Velis          ,17/06/1993,2016-08-21,2016-08-21,
Ronald Stovall      ,18/07/1995,2016-08-21,2016-08-21,
Monica Loureiro     ,24/08/1995,2016-08-21,2016-08-21,
Peter Romo          ,25/08/1995,2016-08-21,2016-08-21,
Wendy Faison        ,10/09/1995,2016-08-21,2016-08-21,
James Foltz         ,13/09/1995,2016-08-21,2016-08-21,
Kathleen Benzi      ,15/09/1995,2016-08-21,2016-08-21,
John Panchik        ,16/09/1995,2016-08-21,2016-08-21,
Gary Mullis         ,27/11/1989,2016-08-21,2016-08-21,
Michelle Bennett    ,23/02/1991,2016-08-21,2016-08-21,
Michael Pace        ,26/09/1991,2016-08-21,2016-08-21,
Spencer Spencer     ,13/10/1991,2016-08-21,2016-08-21,
Claudia Hughes      ,13/12/1994,2016-08-21,2016-08-21,
Cynthia Corbin      ,21/09/1995,2016-08-21,2016-08-21,
Melvin Jones        ,08/07/1992,2016-08-21,2016-08-21,
Lana Cash           ,08/09/1992,2016-08-21,2016-08-21,
Simon Hendricks     ,23/09/1992,2016-08-21,2016-08-21,
Ross Peele          ,03/10/1992,2016-08-21,2016-08-21,
