visit_date,name,dob
10/09/2016,Donald Reddout,29/08/1997
10/09/2016,Isreal Jones,05/09/1997
10/09/2016,Melody Whitlock,05/09/1997
10/09/2016,Rebecca Morris,10/09/1997
10/09/2016,Gayle Alexander,16/09/1997
10/09/2016,Alice Seidel,18/09/1997
10/09/2016,Barry Lynn,24/09/1997
10/09/2016,Jenny Mcnabb,25/09/1997
10/09/2016,Ernest Stewart,26/09/1997
10/09/2016,Robert Parker,01/10/1997
10/09/2016,Jessica Flynn,04/10/1997
10/09/2016,April Jones,13/10/1997
10/09/2016,Carolyn Ave,29/10/1997
11/09/2016,Sharon Davis,18/10/1990
11/09/2016,John Sanos,02/06/1991
11/09/2016,Lauryn George,17/10/1991
11/09/2016,Steven Estevez,13/01/1992
11/09/2016,Frances Bateman,06/05/1992
11/09/2016,Pablo Weidler,27/09/1992
11/09/2016,Darrell Wilson,19/01/1993
11/09/2016,Peggy Kasky,17/03/1993
11/09/2016,William Rasmussen,17/03/1993
11/09/2016,Robert Williams,02/04/1993
11/09/2016,Michael Mcbride,26/04/1993
11/09/2016,Dale Kirkwood,22/05/1993
11/09/2016,John Velis,17/06/1993
11/09/2016,Judith Sanders,26/08/1993
11/09/2016,Mary Garret,12/11/1993
11/09/2016,Joshua Heimsness,12/12/1993
11/09/2016,Karen Keeney,25/12/1993
11/09/2016,Jeffrey Lamb,14/01/1994
11/09/2016,Stephen Diggins,18/01/1994
11/09/2016,Pearlie Malinowski,29/01/1994
11/09/2016,Ivory Edwards,14/02/1994
11/09/2016,Freda Shepardson,28/02/1994
11/09/2016,Lettie Bloom,15/03/1994
11/09/2016,John Bona,22/03/1994
11/09/2016,Angelica Ruiz,04/04/1994
11/09/2016,Laura Sotelo,06/04/1994
11/09/2016,Mary Laura,09/04/1994
11/09/2016,David Mccarthy,25/04/1994
11/09/2016,Maria Troutman,25/04/1994
11/09/2016,Nick Cropsey,04/05/1994
11/09/2016,William Nork,21/06/1994
11/09/2016,Carey Hamilton,10/07/1994
11/09/2016,Debbie Mcneil,12/07/1994
11/09/2016,Marina Ryan,06/08/1994
11/09/2016,Larry Reeder,07/08/1994
11/09/2016,Tabitha Bower,21/08/1994
11/09/2016,Marcellus Hau,24/08/1994
11/09/2016,Joann Dimick,09/10/1994
11/09/2016,Effie Garcia,14/11/1994
11/09/2016,Dong Brett,17/11/1994
11/09/2016,Roberto Fitzgerald,23/11/1994
11/09/2016,Kirby Roberts,26/11/1994
11/09/2016,Manuela Hines,06/12/1994
11/09/2016,John Shipman,09/12/1994
11/09/2016,Dale Winship,23/12/1994
11/09/2016,Theresa Dixon,28/12/1994
11/09/2016,Carl Dowling,09/01/1995
11/09/2016,Daniel Reed,22/01/1995
11/09/2016,Duane Hobbs,26/02/1995
11/09/2016,Adrian Whapham,11/03/1995
11/09/2016,Luz Connelly,26/03/1995
11/09/2016,Leonard Russell,09/04/1995
11/09/2016,Robert Murray,21/04/1995
11/09/2016,Lyle Hemenway,03/05/1995
11/09/2016,Tina Taylor,03/05/1995
11/09/2016,Zofia Treinen,06/05/1995
11/09/2016,Fredrick Acevedo,07/05/1995
11/09/2016,Michael Schmidtke,23/06/1995
11/09/2016,Karla Breaux,10/07/1995
11/09/2016,Adrienne Ruck,13/07/1995
11/09/2016,Patrick Kerley,13/07/1995
11/09/2016,Robert Haine,14/07/1995
11/09/2016,Ronald Stovall,18/07/1995
11/09/2016,Ralph Brisson,26/07/1995
11/09/2016,Margaret Magallanes,07/08/1995
11/09/2016,Rita Valasquez,18/08/1995
11/09/2016,Lynda Rost,21/08/1995
11/09/2016,Tom Jackson,29/08/1995
11/09/2016,Margarita Sanchez,30/08/1995
11/09/2016,Coleen Boender,05/09/1995
11/09/2016,James Foltz,13/09/1995
11/09/2016,Kathleen Benzi,15/09/1995
11/09/2016,Cynthia Vanwinkle,27/09/1995
11/09/2016,Thomas Collins,01/10/1995
11/09/2016,Darlene Cunha,06/10/1995
11/09/2016,Jim Turner,08/10/1995
11/09/2016,Kenny Vandervort,17/10/1995
11/09/2016,Jerry Fritz,19/10/1995
11/09/2016,Ofelia Sexton,27/10/1995
11/09/2016,Adam Berry,02/11/1995
11/09/2016,Lynn Bernhart,13/11/1995
11/09/2016,Rafael Ellis,17/11/1995
11/09/2016,Ollie Rogers,25/11/1995
11/09/2016,Jonathan Saballos,28/11/1995
11/09/2016,Guillermo Johnson,10/12/1995
11/09/2016,Michael Richardson,11/12/1995
11/09/2016,Vickie Leathers,15/12/1995
11/09/2016,Johnie Johnson,28/12/1995
11/09/2016,Daniel Laster,31/12/1995
11/09/2016,Margaret Hickman,08/01/1996
11/09/2016,John Gill,18/01/1996
11/09/2016,Thomas Goleman,07/02/1996
11/09/2016,Robert Ewing,09/02/1996
11/09/2016,Eleanor Snyder,12/02/1996
11/09/2016,Julia Lewis,13/02/1996
11/09/2016,Laura Smith,05/03/1996
11/09/2016,Susan Brown,23/03/1996
11/09/2016,Herman Briggs,29/03/1996
11/09/2016,Robert Tweed,29/03/1996
11/09/2016,James Smith,10/04/1996
11/09/2016,Sylvia Bailey,10/04/1996
11/09/2016,Sharleen Johnson,17/04/1996
11/09/2016,Jimmy Smiley,19/04/1996
11/09/2016,Pete Bobb,22/04/1996
11/09/2016,Elizabeth Perry,23/04/1996
11/09/2016,Joseph Smith,25/04/1996
11/09/2016,Henry Torres,02/05/1996
11/09/2016,William Legg,09/05/1996
11/09/2016,Betty Young,15/05/1996
11/09/2016,Cynthia Dominquez,16/05/1996
11/09/2016,Roger Ballance,16/05/1996
11/09/2016,Michael Selfridge,22/05/1996
11/09/2016,Jennifer Savage,31/05/1996
11/09/2016,Larry Coffman,03/06/1996
11/09/2016,Lydia Howard,03/06/1996
11/09/2016,Clayton Hudson,04/06/1996
11/09/2016,Emily Lund,06/06/1996
11/09/2016,Brian Lane,16/06/1996
11/09/2016,Laura Ingram,22/06/1996
11/09/2016,Sean Bishop,23/06/1996
11/09/2016,Justin Achenbach,29/06/1996
11/09/2016,Cynthia Kennedy,09/07/1996
11/09/2016,Felicia Preece,09/07/1996
11/09/2016,Mary Murray,17/07/1996
11/09/2016,Shayne West,20/07/1996
11/09/2016,Myra Segura,28/07/1996
11/09/2016,Cheryl Harris,30/07/1996
11/09/2016,Michelle Moore,13/08/1996
11/09/2016,Cassidy Williams,14/08/1996
11/09/2016,Vivian Gibson,20/08/1996
11/09/2016,Lucia Davis,22/08/1996
11/09/2016,Cynthia Allen,29/08/1996
11/09/2016,Leroy Gennaro,30/08/1996
11/09/2016,Shawn Jimeson,02/09/1996
11/09/2016,Michael Walden,03/09/1996
11/09/2016,Janet Greene,06/09/1996
11/09/2016,Arthur Freund,07/09/1996
11/09/2016,Keith Hayward,09/09/1996
11/09/2016,Lisa Walker,14/09/1996
11/09/2016,Woodrow Johnston,28/09/1996
11/09/2016,Joshua Braswell,29/09/1996
11/09/2016,Justin Godoy,30/09/1996
11/09/2016,Sanford Huffman,02/10/1996
11/09/2016,Harry Duncan,07/10/1996
11/09/2016,Nadine Rigney,08/10/1996
11/09/2016,Alan Shoemake,28/10/1996
11/09/2016,Craig Burks,04/11/1996
11/09/2016,Shawn Niebaum,06/11/1996
11/09/2016,Christine Victoria,26/11/1996
11/09/2016,James Scott,29/11/1996
11/09/2016,Mae Trent,29/11/1996
11/09/2016,Fred Massenburg,02/12/1996
11/09/2016,Suzanne Larson,02/12/1996
11/09/2016,Kim Redding,03/12/1996
11/09/2016,Marcus Cox,05/12/1996
11/09/2016,Michael Sutton,05/12/1996
11/09/2016,Adam Dorsette,07/12/1996
11/09/2016,Ivan Sundby,23/12/1996
11/09/2016,Olivia Aspinall,24/12/1996
11/09/2016,Leroy Samela,27/12/1996
11/09/2016,Gary Arnold,30/12/1996
11/09/2016,William Bench,04/01/1997
11/09/2016,Sean Cole,05/01/1997
11/09/2016,Homer Castro,10/01/1997
11/09/2016,Clyde Bradley,15/01/1997
11/09/2016,Gerald Butts,17/01/1997
11/09/2016,Lillian Mcnair,19/01/1997
11/09/2016,Irma Cruz,21/01/1997
11/09/2016,Earl Weber,24/01/1997
11/09/2016,George Combs,14/02/1997
11/09/2016,Michael Hill,16/02/1997
11/09/2016,Timothy Sharp,17/02/1997
11/09/2016,Lewis Rustrian,25/02/1997
11/09/2016,Shirley Walter,04/03/1997
11/09/2016,Katrina Beasley,06/03/1997
11/09/2016,Leslie Casey,07/03/1997
11/09/2016,Alfredo Vinci,08/03/1997
11/09/2016,Bryant Ahearn,08/03/1997
11/09/2016,Maria Mcswain,16/03/1997
11/09/2016,Carolyn Schimmel,19/03/1997
11/09/2016,Mary Vanauker,24/03/1997
11/09/2016,Shirley Saucedo,02/04/1997
11/09/2016,Tim Amezquita,09/04/1997
11/09/2016,Wesley Blaisdell,09/04/1997
11/09/2016,Roger Williams,10/04/1997
11/09/2016,Anthony Scavone,16/04/1997
11/09/2016,Wade Hernandez,19/04/1997
11/09/2016,Robert Zohn,22/04/1997
11/09/2016,Sammy Bliss,24/04/1997
11/09/2016,Donna Riess,01/05/1997
11/09/2016,William Jones,05/05/1997
11/09/2016,Thomas Vanderwal,06/05/1997
11/09/2016,Charles Crandall,12/05/1997
11/09/2016,Eric Shelton,13/05/1997
11/09/2016,Jean Vayner,15/05/1997
11/09/2016,Kayla Coggins,17/05/1997
11/09/2016,Lisa Gustavson,22/05/1997
11/09/2016,Ada Tejeda,24/05/1997
11/09/2016,Polly Mujalli,28/05/1997
11/09/2016,Alicia Turnage,02/06/1997
11/09/2016,Christopher Mather,02/06/1997
11/09/2016,Karl Shephard,05/06/1997
11/09/2016,Joseph Franklin,08/06/1997
11/09/2016,German Gallian,12/06/1997
11/09/2016,Kellie Florio,13/06/1997
11/09/2016,Fred Barnette,19/06/1997
11/09/2016,Beverly Pimentel,20/06/1997
11/09/2016,Jack Miranda,24/06/1997
11/09/2016,Benjamin Collins,25/06/1997
11/09/2016,Anthony Hullinger,02/07/1997
11/09/2016,Julie Ramirez,04/07/1997
11/09/2016,Deborah Peralez,08/07/1997
11/09/2016,Russell Jordan,11/07/1997
11/09/2016,Jerry Tracy,17/07/1997
11/09/2016,Lucia Burkett,30/07/1997
11/09/2016,Sheila Litecky,30/07/1997
11/09/2016,Barbara Grams,03/08/1997
11/09/2016,Raymond Shannon,06/08/1997
11/09/2016,Mary Hill,19/08/1997
11/09/2016,Marsha Kennedy,27/08/1997
11/09/2016,Donald Reddout,29/08/1997
11/09/2016,Alice Seidel,18/09/1997
11/09/2016,Christina Angell,27/09/1997
11/09/2016,Daniel Guzman,04/10/1997
11/09/2016,Louis Timchula,07/10/1997
11/09/2016,Kenneth Hartley,14/10/1997
11/09/2016,Robert Taylor,19/10/1997
11/09/2016,Anne Bauer,14/12/1997
12/09/2016,Gary Mullis,27/11/1989
12/09/2016,Kenneth Hooker,27/05/1990
12/09/2016,Spencer Spencer,13/10/1991
12/09/2016,Steven Estevez,13/01/1992
12/09/2016,Frances Bateman,06/05/1992
12/09/2016,Stacy Judd,02/06/1992
12/09/2016,James Adams,16/06/1992
12/09/2016,Robin Jones,14/07/1992
12/09/2016,Lana Cash,08/09/1992
12/09/2016,Darrell Wilson,19/01/1993
12/09/2016,Dale Kirkwood,22/05/1993
12/09/2016,Patricia Whitley,08/06/1993
12/09/2016,John Velis,17/06/1993
12/09/2016,Ray Martin,29/08/1993
12/09/2016,Chris Macmillan,01/09/1993
12/09/2016,Valentine Aiello,05/11/1993
12/09/2016,Karen Keeney,25/12/1993
12/09/2016,Thomas Perez,22/02/1994
12/09/2016,Lettie Bloom,15/03/1994
12/09/2016,John Bona,22/03/1994
12/09/2016,Mary Laura,09/04/1994
12/09/2016,Maria Troutman,25/04/1994
12/09/2016,Franklin Olson,29/04/1994
12/09/2016,Christina Trujillo,01/07/1994
12/09/2016,Richard Gwinn,09/07/1994
12/09/2016,Carey Hamilton,10/07/1994
12/09/2016,David Gismondi,21/07/1994
12/09/2016,Etha Holt,05/08/1994
12/09/2016,Tabitha Bower,21/08/1994
12/09/2016,Janice Mcnatt,28/08/1994
12/09/2016,Emelda Clay,29/08/1994
12/09/2016,James Gantt,10/09/1994
12/09/2016,Claire Miller,15/09/1994
12/09/2016,Joann Dimick,09/10/1994
12/09/2016,Donald Shambo,23/10/1994
12/09/2016,Matthew Ford,05/11/1994
12/09/2016,Effie Garcia,14/11/1994
12/09/2016,Michael Tade,17/11/1994
12/09/2016,Debra Brown,19/11/1994
12/09/2016,Roberto Fitzgerald,23/11/1994
12/09/2016,Kirby Roberts,26/11/1994
12/09/2016,Aaron Nelson,12/12/1994
12/09/2016,Barbara Mchale,19/12/1994
12/09/2016,Russell Segura,30/12/1994
12/09/2016,Carl Dowling,09/01/1995
12/09/2016,Brenda Mathis,15/01/1995
12/09/2016,Paz James,19/01/1995
12/09/2016,Daniel Reed,22/01/1995
12/09/2016,Anna Morris,15/02/1995
12/09/2016,Joseph Young,17/02/1995
12/09/2016,Rebecca Lynch,25/02/1995
12/09/2016,Caleb Jobe,02/03/1995
12/09/2016,Adrian Whapham,11/03/1995
12/09/2016,Luz Connelly,26/03/1995
12/09/2016,Nathaniel Irving,18/04/1995
12/09/2016,Robert Murray,21/04/1995
12/09/2016,Stanley Barnett,22/04/1995
12/09/2016,Donna Krick,05/06/1995
12/09/2016,Anita Ullrich,16/06/1995
12/09/2016,Willie Gould,10/07/1995
12/09/2016,Patrick Kerley,13/07/1995
12/09/2016,Deborah Rosenfeld,14/07/1995
12/09/2016,Ronald Stovall,18/07/1995
12/09/2016,Douglas Medina,19/07/1995
12/09/2016,Ralph Brisson,26/07/1995
12/09/2016,Margaret Magallanes,07/08/1995
12/09/2016,Thomas Conlon,07/08/1995
12/09/2016,Kathryn Chapman,18/08/1995
12/09/2016,Peter Romo,25/08/1995
12/09/2016,Coleen Boender,05/09/1995
12/09/2016,James Foltz,13/09/1995
12/09/2016,Kathleen Benzi,15/09/1995
12/09/2016,Darlene Cunha,06/10/1995
12/09/2016,Jim Turner,08/10/1995
12/09/2016,Thaddeus Diaz,09/10/1995
12/09/2016,Lynn Bernhart,13/11/1995
12/09/2016,Jonathan Saballos,28/11/1995
12/09/2016,Dawn Gandara,09/12/1995
12/09/2016,Vickie Leathers,15/12/1995
12/09/2016,Johnie Johnson,28/12/1995
12/09/2016,Elizabeth Wolley,29/12/1995
12/09/2016,Daniel Laster,31/12/1995
12/09/2016,Jeremy Garbe,04/01/1996
12/09/2016,Errol Dietrick,11/01/1996
12/09/2016,Nicole Mcglone,13/01/1996
12/09/2016,Wes Carlson,13/01/1996
12/09/2016,James Norton,27/01/1996
12/09/2016,John Davis,05/02/1996
12/09/2016,James Honor,09/02/1996
12/09/2016,Julia Lewis,13/02/1996
12/09/2016,Krystal Curtis,01/03/1996
12/09/2016,Haley Fundora,02/03/1996
12/09/2016,Laura Smith,05/03/1996
12/09/2016,David Clouston,19/03/1996
12/09/2016,Herman Briggs,29/03/1996
12/09/2016,Cheryl Robinson,05/04/1996
12/09/2016,James Smith,10/04/1996
12/09/2016,Sharleen Johnson,17/04/1996
12/09/2016,Holly Walker,25/04/1996
12/09/2016,Betty Young,15/05/1996
12/09/2016,John Flora,15/05/1996
12/09/2016,Cynthia Dominquez,16/05/1996
12/09/2016,Roger Ballance,16/05/1996
12/09/2016,Susan Miller,17/05/1996
12/09/2016,Michael Selfridge,22/05/1996
12/09/2016,Edward Capps,04/06/1996
12/09/2016,Emily Lund,06/06/1996
12/09/2016,Sherry Stewart,07/06/1996
12/09/2016,Jason Villegas,08/06/1996
12/09/2016,Lisa Hazelwood,14/06/1996
12/09/2016,Brian Lane,16/06/1996
12/09/2016,Henry Brunson,21/06/1996
12/09/2016,Jill Marshall,29/06/1996
12/09/2016,Lora Emerald,30/06/1996
12/09/2016,Sheila Burch,18/07/1996
12/09/2016,Nellie Carney,19/07/1996
12/09/2016,Cheryl Harris,30/07/1996
12/09/2016,Matthew Foster,04/08/1996
12/09/2016,Margaret Jones,09/08/1996
12/09/2016,Cassidy Williams,14/08/1996
12/09/2016,Dora Sims,15/08/1996
12/09/2016,David Reid,27/08/1996
12/09/2016,Leroy Gennaro,30/08/1996
12/09/2016,Ruth Vise,01/09/1996
12/09/2016,Michael Walden,03/09/1996
12/09/2016,Arthur Freund,07/09/1996
12/09/2016,Libby Locke,13/09/1996
12/09/2016,Jennifer Miller,16/09/1996
12/09/2016,Lisa Clark,22/09/1996
12/09/2016,Justin Godoy,30/09/1996
12/09/2016,Jenni Ager,01/10/1996
12/09/2016,Sanford Huffman,02/10/1996
12/09/2016,Nadine Rigney,08/10/1996
12/09/2016,Jane Burton,18/10/1996
12/09/2016,Willie Gould,08/11/1996
12/09/2016,Virginia Gresham,09/11/1996
12/09/2016,Valeria Vickers,12/11/1996
12/09/2016,Susan Medina,17/11/1996
12/09/2016,James Jensen,20/11/1996
12/09/2016,Suzanne Larson,02/12/1996
12/09/2016,Michael Sutton,05/12/1996
12/09/2016,Jay Mitchell,12/12/1996
12/09/2016,Kirk Muniz,19/12/1996
12/09/2016,Daniel Cortez,28/12/1996
12/09/2016,Gary Arnold,30/12/1996
12/09/2016,William Bench,04/01/1997
12/09/2016,Mohammad Simonds,12/01/1997
12/09/2016,Steven Lee,14/01/1997
12/09/2016,Michael Pitts,16/01/1997
12/09/2016,Gerald Butts,17/01/1997
12/09/2016,Irma Cruz,21/01/1997
12/09/2016,Earl Weber,24/01/1997
12/09/2016,Linda Vasquez,28/01/1997
12/09/2016,Ralph Tom,08/02/1997
12/09/2016,Timothy Sharp,17/02/1997
12/09/2016,Leslie Casey,07/03/1997
12/09/2016,Bryant Ahearn,08/03/1997
12/09/2016,Carolyn Schimmel,19/03/1997
12/09/2016,Jeffrey Peoples,19/03/1997
12/09/2016,Thomas Kim,19/03/1997
12/09/2016,Robin Wilson,22/03/1997
12/09/2016,Diane Hayes,27/03/1997
12/09/2016,Dean Jennings,30/03/1997
12/09/2016,Beulah Lindsey,10/04/1997
12/09/2016,Roger Williams,10/04/1997
12/09/2016,Melissa Balser,11/04/1997
12/09/2016,Adrienne Raney,16/04/1997
12/09/2016,Ryan Watson,25/04/1997
12/09/2016,Phillis Mclain,05/05/1997
12/09/2016,Thomas Vanderwal,06/05/1997
12/09/2016,Mary Curtis,08/05/1997
12/09/2016,Charles Crandall,12/05/1997
12/09/2016,Jean Vayner,15/05/1997
12/09/2016,Lawrence Olsen,15/05/1997
12/09/2016,Donald Ortiz,22/05/1997
12/09/2016,Ada Tejeda,24/05/1997
12/09/2016,Polly Mujalli,28/05/1997
12/09/2016,Megan Faines,18/06/1997
12/09/2016,Fred Barnette,19/06/1997
12/09/2016,Beverly Pimentel,20/06/1997
12/09/2016,Teresa Bahlmann,09/07/1997
12/09/2016,Charles Betts,18/07/1997
12/09/2016,Morris Thompson,18/07/1997
12/09/2016,Shirley Arnold,22/07/1997
12/09/2016,Frank Figueroa,23/07/1997
12/09/2016,Laura Ortiz,23/07/1997
12/09/2016,Lucia Burkett,30/07/1997
12/09/2016,Sheila Litecky,30/07/1997
12/09/2016,Barbara Grams,03/08/1997
12/09/2016,Heather Baxter,21/08/1997
12/09/2016,Donald Reddout,29/08/1997
12/09/2016,Suzanne Bartley,03/09/1997
12/09/2016,Isreal Jones,05/09/1997
12/09/2016,Lucille Bell,07/09/1997
12/09/2016,Sharon Barton,08/09/1997
12/09/2016,Michael Hope,22/09/1997
12/09/2016,Ernest Stewart,26/09/1997
12/09/2016,Gregory Gray,03/10/1997
12/09/2016,Kenneth Hartley,14/10/1997
12/09/2016,Lisa Sing,23/10/1997
12/09/2016,Carolyn Ave,29/10/1997
12/09/2016,David Rufino,02/11/1997
12/09/2016,Ana Coleman,05/11/1997
12/09/2016,Nancy Simoneavd,11/12/1997
13/09/2016,Gary Mullis,27/11/1989
13/09/2016,Samuel Casanova,12/03/1990
13/09/2016,Spencer Spencer,13/10/1991
13/09/2016,Steven Estevez,13/01/1992
13/09/2016,Sherry Wilder,26/04/1992
13/09/2016,Melvin Jones,08/07/1992
13/09/2016,Juan Goodnight,17/08/1992
13/09/2016,Heather Koehl,02/04/1993
13/09/2016,Dale Kirkwood,22/05/1993
13/09/2016,Geraldine Arreola,27/05/1993
13/09/2016,Nellie Jaynes,02/08/1993
13/09/2016,Ray Martin,29/08/1993
13/09/2016,Chris Macmillan,01/09/1993
13/09/2016,Joaquin Gist,12/11/1993
13/09/2016,Mary Garret,12/11/1993
13/09/2016,Debora Dukes,23/11/1993
13/09/2016,Karen Keeney,25/12/1993
13/09/2016,Jeffrey Lamb,14/01/1994
13/09/2016,Freda Shepardson,28/02/1994
13/09/2016,John Bona,22/03/1994
13/09/2016,Domingo Banks,12/06/1994
13/09/2016,William Nork,21/06/1994
13/09/2016,Carey Hamilton,10/07/1994
13/09/2016,Todd James,11/07/1994
13/09/2016,David Gismondi,21/07/1994
13/09/2016,Vincent Greene,29/07/1994
13/09/2016,Etha Holt,05/08/1994
13/09/2016,Juan Copeland,12/08/1994
13/09/2016,Marcellus Hau,24/08/1994
13/09/2016,Roberta Shelley,01/09/1994
13/09/2016,Roderick Anding,03/09/1994
13/09/2016,Elease Dicus,24/09/1994
13/09/2016,Matthew Ford,05/11/1994
13/09/2016,Effie Garcia,14/11/1994
13/09/2016,Dong Brett,17/11/1994
13/09/2016,Debra Brown,19/11/1994
13/09/2016,Earl Manson,01/12/1994
13/09/2016,Wai Houlahan,11/12/1994
13/09/2016,Barbara Mchale,19/12/1994
13/09/2016,Martha Peters,09/01/1995
13/09/2016,Brenda Mathis,15/01/1995
13/09/2016,Daniel Reed,22/01/1995
13/09/2016,Joseph Young,17/02/1995
13/09/2016,Caleb Jobe,02/03/1995
13/09/2016,Samuel Zubiate,09/03/1995
13/09/2016,Ann Mcguigan,02/04/1995
13/09/2016,Laura Buchwald,06/04/1995
13/09/2016,Jennifer Brown,19/04/1995
13/09/2016,Arthur Moon,23/04/1995
13/09/2016,Lyle Hemenway,03/05/1995
13/09/2016,Alice Kite,14/05/1995
13/09/2016,Walter Chesnutt,24/05/1995
13/09/2016,Jonathan Kats,31/05/1995
13/09/2016,Nicholas Acosta,05/06/1995
13/09/2016,Amy Applewhite,25/06/1995
13/09/2016,Brenda Miller,03/07/1995
13/09/2016,Karla Breaux,10/07/1995
13/09/2016,Adrienne Ruck,13/07/1995
13/09/2016,Patrick Kerley,13/07/1995
13/09/2016,Deborah Rosenfeld,14/07/1995
13/09/2016,Douglas Medina,19/07/1995
13/09/2016,Tara Gonzalez,23/07/1995
13/09/2016,Thomas Cole,11/08/1995
13/09/2016,Mary Bell,17/08/1995
13/09/2016,Peter Romo,25/08/1995
13/09/2016,Marcia Coleman,08/09/1995
13/09/2016,Wendy Faison,10/09/1995
13/09/2016,Kathleen Benzi,15/09/1995
13/09/2016,Kenneth Caldeira,15/09/1995
13/09/2016,Cynthia Corbin,21/09/1995
13/09/2016,Thomas Collins,01/10/1995
13/09/2016,Thaddeus Diaz,09/10/1995
13/09/2016,Wayne Roop,09/10/1995
13/09/2016,Cyndy Allendorf,10/10/1995
13/09/2016,Virginia Quarry,13/10/1995
13/09/2016,Adam Berry,02/11/1995
13/09/2016,Lynn Bernhart,13/11/1995
13/09/2016,Rafael Ellis,17/11/1995
13/09/2016,Jerry Carroll,19/11/1995
13/09/2016,Vickie Carlos,21/11/1995
13/09/2016,Jonathan Saballos,28/11/1995
13/09/2016,Carol Hughes,02/12/1995
13/09/2016,Joseph Hirneise,18/12/1995
13/09/2016,Daniel Laster,31/12/1995
13/09/2016,Oscar Charles,03/01/1996
13/09/2016,Nicole Mcglone,13/01/1996
13/09/2016,Frances Schiavone,26/01/1996
13/09/2016,Tristan Chen,01/02/1996
13/09/2016,Victor Ortiz,03/02/1996
13/09/2016,Henry Rios,05/02/1996
13/09/2016,John Davis,05/02/1996
13/09/2016,Kelsey Hardiman,08/02/1996
13/09/2016,Edgar Roth,19/02/1996
13/09/2016,Haley Fundora,02/03/1996
13/09/2016,Erma Lopez,15/03/1996
13/09/2016,Susan Brown,23/03/1996
13/09/2016,Debra Nunnery,08/04/1996
13/09/2016,Adam Johnson,11/04/1996
13/09/2016,Jimmy Smiley,19/04/1996
13/09/2016,Joan Robinson,22/04/1996
13/09/2016,Mary Lofton,23/04/1996
13/09/2016,Joseph Smith,25/04/1996
13/09/2016,James Lundborg,02/05/1996
13/09/2016,James Hemingway,10/05/1996
13/09/2016,Betty Young,15/05/1996
13/09/2016,Roger Ballance,16/05/1996
13/09/2016,Susan Miller,17/05/1996
13/09/2016,Michelle Hampton,20/05/1996
13/09/2016,Michael Selfridge,22/05/1996
13/09/2016,Sarah Mckeon,02/06/1996
13/09/2016,Larry Coffman,03/06/1996
13/09/2016,Jason Villegas,08/06/1996
13/09/2016,Lisa Hazelwood,14/06/1996
13/09/2016,Henry Brunson,21/06/1996
13/09/2016,Christopher Orgill,24/06/1996
13/09/2016,Zoraida Hendrix,26/06/1996
13/09/2016,Doris Wilson,28/06/1996
13/09/2016,Cynthia Kennedy,09/07/1996
13/09/2016,Florine Kim,14/07/1996
13/09/2016,Mary Murray,17/07/1996
13/09/2016,Paul Ollendick,25/07/1996
13/09/2016,Myra Segura,28/07/1996
13/09/2016,Cassidy Williams,14/08/1996
13/09/2016,Vivian Gibson,20/08/1996
13/09/2016,Lucia Davis,22/08/1996
13/09/2016,Phyliss Bisson,22/08/1996
13/09/2016,Cynthia Allen,29/08/1996
13/09/2016,Leroy Gennaro,30/08/1996
13/09/2016,Ruth Vise,01/09/1996
13/09/2016,Maude Faulkner,02/09/1996
13/09/2016,Arthur Freund,07/09/1996
13/09/2016,Keith Hayward,09/09/1996
13/09/2016,Lucy Watson,11/09/1996
13/09/2016,Jennifer Miller,16/09/1996
13/09/2016,Evelyn Bonita,23/09/1996
13/09/2016,Joshua Braswell,29/09/1996
13/09/2016,Justin Godoy,30/09/1996
13/09/2016,Sanford Huffman,02/10/1996
13/09/2016,Jason Shepard,09/10/1996
13/09/2016,Debra Kelley,12/10/1996
13/09/2016,John Gilstrap,14/10/1996
13/09/2016,Jane Burton,18/10/1996
13/09/2016,Juan Chandler,22/10/1996
13/09/2016,Irma Tseng,03/11/1996
13/09/2016,Craig Burks,04/11/1996
13/09/2016,Willie Gould,08/11/1996
13/09/2016,Evalyn Kenney,14/11/1996
13/09/2016,Christine Victoria,26/11/1996
13/09/2016,Fred Massenburg,02/12/1996
13/09/2016,Suzanne Larson,02/12/1996
13/09/2016,Kim Redding,03/12/1996
13/09/2016,Marcus Cox,05/12/1996
13/09/2016,Adam Dorsette,07/12/1996
13/09/2016,Jean Lotts,07/12/1996
13/09/2016,Daniel Cortez,28/12/1996
13/09/2016,Mario Heilmann,30/12/1996
13/09/2016,Michelle Mcgriff,30/12/1996
13/09/2016,Gerry Jenkins,06/01/1997
13/09/2016,Jeanette Kiser,16/01/1997
13/09/2016,Eugene Velo,25/01/1997
13/09/2016,Linda Vasquez,28/01/1997
13/09/2016,Phillip Brown,08/02/1997
13/09/2016,George Combs,14/02/1997
13/09/2016,Michael Hill,16/02/1997
13/09/2016,Shirley Walter,04/03/1997
13/09/2016,Katrina Beasley,06/03/1997
13/09/2016,Pamela Saltzman,06/03/1997
13/09/2016,Leslie Casey,07/03/1997
13/09/2016,Alfredo Vinci,08/03/1997
13/09/2016,Bryant Ahearn,08/03/1997
13/09/2016,Thomas Kim,19/03/1997
13/09/2016,Kim Palmer,27/03/1997
13/09/2016,Thomas Mann,05/04/1997
13/09/2016,Wesley Blaisdell,09/04/1997
13/09/2016,Jeanette Stupar,10/04/1997
13/09/2016,Roger Williams,10/04/1997
13/09/2016,Melissa Balser,11/04/1997
13/09/2016,Adrienne Raney,16/04/1997
13/09/2016,Louise Rush,24/04/1997
